# 32598	２１１／１／リーザス軍	
* Barres Province	バレス	Male
* Rick Addison	リック	Male

162547	-	リーザス軍陣地、都市スケール――	Leazas Army Camp, City Scale--

162548	-	黒の軍と赤の軍の混合軍の陣地で、	In the mixed camp of the Black and Red Armies,
162549	+	バレスとリックが向かい合っていた。	Barres and Rick faced each other.

162550	Barres Province	「部下からの報告によると、	「According to reports from subordinates,
162551	+	　魔人レキシントンが動き出したという話じゃが、	　Fiend Lexington has started moving,
162552	+	　どうやら今日から戦いに出るようじゃ」	　and it seems he will enter battle starting today.」

162553	Rick Addison	「やはり、白の軍は間に合いませんでしたか……」	「As expected, the White Army couldn't make it in time...」

162554	Barres Province	「うむ、ウェスの反乱、	「Yes, the rebellion in Wes
162555	+	　未だ鎮圧には至らぬようじゃ」	　has not yet been suppressed.」

162556	Barres Province	「戦争が行われとるこんな状況で反乱とは……	「To rebel during a war like this...
162557	+	　貴族バジールめ、やってくれおるわ」	　That noble Bazil has really done it.」

162558	Barres Province	「以前のヘルマン侵攻の際にも奴の父が反乱を起こしたが、	「During the previous invasion of Helman his father rebelled too,
162559	+	　今度は息子がやらかすとはのう……」	　and now the son does the same...」

162560	Barres Province	「エクスには苦労をかけるが、	「It will be hard on Ex, but
162561	+	　しばらく白の軍は反乱鎮圧で足止めじゃろうな」	　the White Army will be tied down suppressing the rebellion for a while.」

162562	-	バレスは長い溜め息を吐きつつ、	Barres let out a long sigh
162563	+	地図の真ん中の辺りを指さした。	while pointing to the center of the map.

162564	Barres Province	「それより今注視すべきはこちら、魔人レキシントンじゃ」	「More importantly, we must focus on Fiend Lexington here.」

162565	Rick Addison	「魔人レキシントンに関しての情報は	「Information on Fiend Lexington
162566	+	　ほとんどないも同然です」	　is practically nonexistent.」

162567	Barres Province	「うむ、ランス殿が向かってきてくれとるそうじゃ。	「Yes, it seems Lord Rance is heading this way.
162568	+	　その前に出来る限りの情報を得なければ、な」	　We must gather as much information as possible before then.」

162569	Barres Province	「リック、悪いが今日はお前個人に、	「Rick, sorry but today I need you personally
162570	+	　少々無茶をしてもらうぞ」	　to do something a bit reckless.」

162571	Rick Addison	「了解です」	「Understood.」

162572	Rick Addison	「必ずやランス殿に繋げられる情報を得ましょう」	「I will definitely obtain information useful for Lord Rance.」

162573	Barres Province	「うむ……」	「Yes...」

162574	-	状況に困惑し士気の低い魔軍とは対照的に、	In contrast to the confused, low-morale Monster Army,
162575	+	リーザス軍を統べる二人は重々しくうなずき合った。	the two leaders of the Leazas Army nodded gravely.
