# 30375	てる／裸	
* Rance	ランス	Male
* Mouri Teru	てる	Female

3727	Rance	エロ顔	「ふんっふっふーん……	「Fufufuuun......
3728	+		　さぁ、覗きの時間がやってきましたよと。	　Now then, peeping time has arrived.
3729	+		　誰が来るかなー」	　Who will it beー?」

3730	汎用女性／基本	基本	「さぁて、湯浴みか……」	「Time for a bath......」

3731	Rance	エロ顔	「おっと、来た。	「Oh, here we go.
3732	+		　さあチャンスターイム！」	　Chance time!」

3733	-		ランスは手近な掃除用具入れに隠れた。	Rance hid in a nearby cleaning supply closet.

3734	Mouri Teru	妊婦	「湯だけJAPAN様式というのも	「A Japan-style bath only is rather strange but......」
3735	+		　妙なものだが……」	

3736	Rance~	だる顔	（ぬっ、てるさんか……流石にああも腹がでかいと、	(Oh, it's Teru-san...... With a belly that big,
3737	+		　襲う気にならん……）	　I don't feel like attacking......)

3738	Mouri Teru	妊婦	「…………ん」	「............Nn」

3739	-		てるは服にかけた手を止め、	Teru stopped her hand on her clothes
3740	+		ランスの所まで一直線に歩き出した。	and walked straight toward Rance's hiding spot.

3741	Rance~	驚き	（げ、げげげ！　ば、ばれ……！）	(Geh, gegege! I-I'm caught......!)

3742	Mouri Teru	妊婦／睨み	「……貴様か。何をしている」	「......It's you. What are you doing?」

3743	Rance	笑顔	「が、がはははは、よく分かったな！	「G-gahahahaha, you saw through my perfect stealth!
3744	+		　俺の完全な隠密を見破るとは！」	　Impressive!」

3745	Mouri Teru	妊婦／睨み	「たわけ。掃除用具が乱れている気配があったから	「Fool. I noticed the cleaning supplies were disturbed
3746	+		　調べてみれば……」	　so I checked......」

3747	Rance	笑顔	「ふははは、流石はてるさんだな！	「Fuhahaha, as expected of Teru-san!
3748	+		　見事！　ではいざさらば……」	　Magnificent! Well then, farewell......」

3749	Rance	驚き	「お、おぉっ……？」	「O-oh......?」

3750	-		ランスの手首を、てるがしっかりと掴んでいた。	Teru firmly grabbed Rance's wrist.

3751	Mouri Teru	妊婦／睨み	「貴様…………」	「You......」

3752	Rance~	だる顔	（うっ、お、襲ってくるか……）	(Ugh, i-is she going to attack......)

3753	Mouri Teru	妊婦／睨み	「服を着たままどうするつもりだ。	「What are you planning to do fully clothed.
3754	+		　まさかそのままで湯に浸かるつもりか？」	　You aren't thinking of entering the bath like that, are you?」

3755	Rance	驚き	「………………へ？」	「............Heh?」

3756	Rance	全裸／だる顔	「…………こんな展開になるとは」	「............I didn't expect this development.」

3757	Mouri Teru	妊婦全裸	「そら、背中を出せ」	「Here, show me your back.」

3758	Rance	全裸／驚き	「お、おぉ……後ろから槍で突き刺すとか	「O-oh...... Are you going to stab me with a spear from behind
3759	+		　ハタキでずたずたにするとか……？」	　or shred me with the duster......?」

3760	Mouri Teru	妊婦全裸	「馬鹿をほざく前に出せと言ったら出せ。	「Before you spout nonsense, I said show me your back.
3761	+		　我が流してくれよう」	　I'll wash it for you.」

3762	Rance	全裸／真剣	「てるさんに背中を流してもらう日が来るとは……	「Never thought the day would come when Teru-san washes my back......
3763	+		　今日は雪か……？」	　Is it snowing today......?」

3764	-		ランスが怖々と背中を晒して風呂椅子に腰掛けると、	When Rance fearfully sat on the bath stool and showed his back,
3765	+		てるがその背後に回った。	Teru moved behind him.

3766	Mouri Teru	妊婦全裸／睨み	「ふむ……大きいな」	「Hmm...... It's big.」

3767	Rance	全裸／笑顔	「男の背中だからな、がははは」	「It's a man's back after all, gahahaha.」

3768	Mouri Teru	妊婦全裸	「だが元就よりは小さい」	「But smaller than Motonari's.」

3769	Rance	全裸／怒り	「妖怪と一緒にすんな！」	「Don't compare me to that monster!」

3770	Mouri Teru	妊婦全裸	「まあ……憑かれる前の元就よりは大きいか」	「Well...... bigger than Motonari before he was possessed.」

3771	Rance	全裸	「どういう風の吹き回しだ？	「What kind of mood is this?
3772	+		　いよいよ俺様に惚れたか」	　Have you finally fallen for me?」

3773	Mouri Teru	妊婦全裸	「何。腹のこやつが出てきて、	「Nothing. Once the child in my belly is born,
3774	+		　父はどのような、と問われた時に	　when it asks what its father is like,
3775	+		　答えられる事を増やそうと思っただけよ」	　I just thought I'd increase the things I can answer.」

3776	Rance	全裸／だる顔	「む、むむ」	「Mu, mum.」

3777	Rance	全裸／真剣	「……てるさんも、気にしとらんようで	「......Even though you act like you don't care,
3778	+		　ガキ優先になってるんだな」	　the kid comes first for you.」

3779	Mouri Teru	妊婦全裸	「ふ。さあ、どうかな。	「Fu. Now then.
3780	+		　さあ行くぞ――――！」	　Here I go――――!」

3781	Rance	全裸／怒り	「ぎゃあああぁっ！？」	「Gyaaaaah!?」

3782	-		ランスの背中は、デッキブラシで思いきり擦られた。	Rance's back was vigorously scrubbed with a deck brush.

3783	Mouri Teru	妊婦全裸／凶暴	「ふむ、鍛え込まれて中々滑りがよい。	「Hmm, well trained and quite smooth.
3784	+		　このままゆくぞ」	　I'll keep going like this.」

3785	Rance	全裸／怒り	「あ、あだだだだ！　待て待て待て！	「A-owowowow! Wait wait wait!
3786	+		　なんでデッキブラシだ！」	　Why are you using a deck brush!」

3787	Mouri Teru	妊婦全裸／凶暴	「言っていなかったか？	「Didn't I tell you?
3788	+		　我ら姉妹は母に一芸教わったのみでな」	　We sisters were only taught one skill by our mother.」

3789	Mouri Teru		「風呂場で洗うための物と言えば、	「When it comes to tools for washing in the bath,
3790	+		　コレに決まっている」	　this is the one.」

