# 35332	t４５３／卵の孵化	

263514	?		拠点イベント	Base Event The holy maiden monster made (Egg of
263515	+		聖女モンスターが作った（命の卵）（大地の卵）（力の卵）（時の卵）	Life), (Egg of Earth), (Egg of Power), (Egg of Time).
263516	+		このどれかを持っている時、４つ同時もあるし、１つの時もあります。	You may be holding one of these, sometimes all four
263517	+		　	 
263518	+		ランス城・・保育園	at once, sometimes just one. Rance Castle... Daycare
263519	+		なぜか卵が置かれていた、聖女モンスターが産んだものだ	For some reason, eggs were placed there - they
263520	+		どこに置くか悩んだが、台所や倉庫はなんだし・・という事でここになった	were laid by the holy maiden monster. We struggled
263521	+		動いている、孵化しそうよー	where to put them, but the kitchen and warehouse
263522	+		　命の卵の時は、ウェンリナーも居る状態で孵化を見守る	weren't suitable... so it ended up here. It's moving;
263523	+		　新種のモンスターが産まれるーわくわく	it looks like it's about to hatch! When it's the Egg of
263524	+		　ぱかっ、産まれた	Life, Wenlina is also present to watch the hatching.
263525	+		　なんだ・・これは？？	A new species of monster will be born - exciting!
263526	+		　	 
263527	+		締め	Crack! It was born. What... is this?? Conclusion This
263528	+		　この子、なんか世界観が違うような	kid seems to have a different worldview or vibe.
263529	+		　次世代の新種ね、ちょっと早すぎたかもしれない	It's a next-generation new species, maybe a bit too
263530	+		　どうする・・	early. What should we do... Since it's dangerous
263531	+		　さすがに子供達には、危険だからモンスター部屋に移しましょう	for the children, let's move it to the monster room.
