# 35854	２３０／１／恐怖の放送／パパイアが居ない時１	
* Prima Hononoman	プリマ	Female
* Magic the Gandhi	マジック	Female
* Megadeath Moromi	モロミ	Female
* Rance	ランス	Male
* Sill Plain	シィル	Female
* Rocky Bank	ロッキー	Male
* Caloria Cricket	カロリア	Female

265448	Prima Hononoman	「こんにちはー……あれ？」	「Hello~... Huh?」

265449	Magic the Gandhi	「あら、いらっしゃい」	「Oh my, welcome.」

265450	Prima Hononoman	「ウルザさんに頼まれて、	「Urza asked me to
265451	+	　届け物……に来たんだけど」	　deliver something... so here I am.」

265452	Megadeath Moromi	「おっ、ランスじゃーん」	「Oh, it's Rance~」

265453	Rance	「おー、プリマにメガデスか。	「Oh, Prima and Megadeath huh.
265454	+	　また懐かしい顔だな」	　What a nostalgic pair.」

265455	Megadeath Moromi	「モロミちゃんって呼べッつってんだろ☆」	「I told you to call me Moromi-chan☆」

265456	Sill Plain	「わあ、お久しぶりです、お二人とも！」	「Wow, it's been so long, both of you!」

265457	Megadeath Moromi	「おっ、シィルちゃんだーー！	「Oh, it's Sill-chan---!
265458	+	　なーんか氷から抜けたんだって？」	　I heard you got out of the ice or something?」

265459	Megadeath Moromi	「ね、お祝いしよしよ☆	「Hey, let's celebrate☆
265460	+	　二人でお酒とかー……☆」	　Just the two of us drinking...☆」

265461	Rance	「待たんかこのレズ」	「Hold it, you lesbian.」

265462	Megadeath Moromi	「なーんだよー。	「What the heck~.
265463	+	　女の子同士の友情を邪魔すんなよー」	　Don't interrupt girl-on-girl friendship~」

265464	Rance	「お前のは友情じゃないだろうが！」	「That's not friendship at all!」

265465	Megadeath Moromi	「じょーだんじょーだん。	「Just kidding, just kidding.
265466	+	　ランスの反応が面白ぇからさー」	　Your reactions are just too fun, Rance~」

265467	Rocky Bank	「アイスフレームのお二人……	「You two from Ice Flame...
265468	+	　お元気そうで何よりですだ」	　Glad to see you're both doing well.」

265469	Caloria Cricket	「うんうん。いつもあのふたり……と。	「Yeah yeah. Those two are always...
265470	+	　そういえばセスナちゃんは？」	　By the way, where's Cessna-chan?」

265471	Prima Hononoman	「あ、セスナは別件。というか、	「Ah, Cessna had other business. Actually,
265472	+	　あたしひとりで来る予定だったんだけど……」	　I was planning to come alone...」

265473	Megadeath Moromi	「旦那の安全を守るのは嫁の義務っしょ☆」	「Protecting my hubby is a wife's duty☆」

265474	Prima Hononoman	「あー！　あー！　もう！　そういうのやめ！」	「Aah! Aah! Geez! Stop saying that!」

265475	Magic the Gandhi	「はいはい。受け取りは確認したわ。	「Yes yes. Delivery confirmed.
265476	+	　話、戻していい？」	　Can we get back to the topic?」

265477	Prima Hononoman	「ごめん……」	「Sorry...」
