# 31838	ジュリア／キャライベントＣ	
* Rance	ランス	Male
* Julia Lindum	ジュリア	Female
* Leila Grecni	レイラ	Female
* Tilde Sharp	チルディ	Female

105404	Rance	「よう、ジュリア」	「Yo, Julia.」

105405	Julia Lindum	「あら、こんにちはランス君」	「Oh, hello Rance-kun.」

105406	Rance	「……ん？」	「...Hm?」

105407	Julia Lindum	「どうかしたのかしら？	「Is something the matter?
105408	+	　不思議そうなお顔をして」	　You look puzzled.」

105409	Rance	「ん？　ん？　ん？」	「Hm? Hm? Hm?」

105410	Julia Lindum	「おほほほ、変なランス君ね」	「Ohohoho, you're so strange, Rance-kun.」

105411	Rance	「…………」	「............」

105412	Rance	「……中身、レイラさんと入れ替わった？」	「...Did your personality switch with Leila-san's?」

105413	Julia Lindum	「もう、何を言っているのよ、ランス君ったら」	「Goodness, what are you saying, Rance-kun?」

105414	Rance	「飴ちゃん食うか？」	「Want some candy?」

105415	Julia Lindum	「わーい、ジュリア、飴ちゃん大好きー！」	「Yay, Julia loves candy!」

105416	Julia Lindum	「はっ……！」	「Hah...!」

105417	Julia Lindum	「あ、ありがとう、ランス君」	「Th-Thank you, Rance-kun.」

105418	Julia Lindum	「……苺味を頂けるますですかしら？」	「...May I have strawberry flavor?」

105419	Rance	「何があった、お前」	「What happened to you?」

105420	Julia Lindum	「う……」	「U...」

105421	Julia Lindum	「うわーん！　ランスちゃーん！」	「Uwaaan! Rance-chaaan!」

105422	Rance	「おお、なんだなんだ？」	「Whoa, what's wrong?」

105423	-	ジュリアはランスの胸で	Julia buried herself in Rance's chest
105424	+	びえんびえん泣き出した。	and started bawling.

105425	Leila Grecni	「はあ、まだまだね……」	「Haa, still a long way to go...」

105426	Rance	「おお、レイラさん。	「Oh, Leila-san.
105427	+	　こりゃ一体なんだ？」	　What the hell is this?」

105428	Leila Grecni	「ジュリア、再教育計画よ……	「It's Julia's re-education plan...
105429	+	　親衛隊の一員として、	　As a member of the Royal Guard,
105430	+	　せめて一人前になってくれないと」	　she needs to become at least somewhat decent.」

105431	Rance	「なんで、今更……」	「Why now of all times...」

105432	Leila Grecni	「スーパージュリアが原因よ」	「It's because of Super Julia.

105433	Leila Grecni	「ハニーキングの改造を施されて、	　After being modified by Hanny King,
105434	+	　ジュリアは私を凌ぐほどに強くなったでしょ？」	　Julia became stronger than me, right?」

105435	Leila Grecni	「隊で一番強い人が、	「The strongest person in the squad
105436	+	　隊で一番不真面目のまま……	　remaining the least serious...
105437	+	　ってわけには、いかないのよ」	　We can't have that.」

105438	Rance	「なるほど、それでさっきの	「I see, so that's why she was imitating
105439	+	　レイラさんの真似か」	　you earlier.」

105440	Leila Grecni	「効果があるかは分からないけど……	「I don't know if it'll work...
105441	+	　まあ、真似から入るのも悪くないわよね」	　But starting with imitation isn't bad.」

105442	Julia Lindum	「うう、ジュリアが強くなってから、	「Uuu, ever since Julia got strong,
105443	+	　周りの人が怖いよー」	　everyone around me is scary~」

105444	Leila Grecni	「ほらほら、いつまでもしょげてないの。	「Come on, don't stay down forever.
105445	+	　後輩にいいところ見せるんでしょ？」	　You want to look cool for your juniors, right?」

105446	Julia Lindum	「はっ、そうだ」	「Hah, that's right.」

105447	Leila Grecni	「驚くかも知れないけど、	「You might be surprised, but
105448	+	　真面目になるってジュリアが言い出したのよ」	　it was Julia who said she wanted to become serious.」

105449	Rance	「なんと、マジか」	「For real?」

105450	Leila Grecni	「チルディに先輩として尊敬されたいんですって」	「She wants Tilde to respect her as a senior.」

105451	Rance	「そういや、そのチルディはどうしてる？」	「Speaking of which, where's Tilde?」

105452	Leila Grecni	「拗ねてるわ」	「She's sulking.」

105453	Tilde Sharp	「はあ……」	「Haa...」

105454	-	どよーんとした空気をまとったチルディが現れた。	Tilde appeared with a heavy, gloomy aura.

105455	Tilde Sharp	「あれから何度も、挑みましたが、	「I've challenged her many times since then,
105456	+	　未だにただの一度も勝てず……」	　but I still haven't won even once...」

105457	Tilde Sharp	「なんというか、もう……	「How should I put it, it's just...
105458	+	　ああ、もう……」	　Aah, enough...」

105459	Tilde Sharp	「……馬鹿馬鹿しいったら、ないですわ」	「...It's utterly ridiculous.」

105460	Rance	「実際、馬鹿馬鹿しい方法で	「Yeah, she powered up in a ridiculous way.」
105461	+	　パワーアップしたからなあ」	

105462	Julia Lindum	「チルディちゃん、見てなさい。	「Watch me, Tilde-chan.
105463	+	　先輩として立派になったジュリア――	　The now respectable senior Julia--
105464	?	　じゃなくて、私の姿を」	　I mean, watch me!」

105465	Julia Lindum	「私にもっと頼ってもいいからね、	「You can rely on me more,
105466	+	　えっへん」	　ehehe~」

105467	Tilde Sharp	「はあ……」	「Haa...」

105468	Tilde Sharp	「ところでジュリア先輩、	「By the way Julia-senpai,
105469	+	　アイス買ってきましたが、	　I bought ice cream,
105470	+	　何味が宜しいですか？」	　what flavor would you like?」

105471	Julia Lindum	「練乳いちごー！」	「Condensed milk strawberry!」

105472	Julia Lindum	「はっ……！」	「Hah...!」

105473	Julia Lindum	「ま、抹茶で、宜しくて……よ？」	「M-Matcha is fine... right?」

105474	Tilde Sharp	「……はあ」	「...Haa」

105475	Tilde Sharp	「先輩、抹茶はわたくしが予約済みですわ。	「Senpai, I already reserved the matcha.
105476	+	　代わりに練乳いちご食べて下さいません？」	　So please have the condensed milk strawberry instead?」

