# 32620	２１１／２／到着	
* Barres Province	バレス	Male
* Rick Addison	リック	Male
* Rance	ランス	Male
* Sioux Province	スー	Female
* Menad Shisei	メナド	Female
* Chaka Cadmium	チャカ	?
* Melfeis Promenade	メルフェイス	Female
* Jaro Jaslak	ジャロ	Male
* Chaos	カオス	Male
* Crook Mofus	クルックー	Female
* Miracle Tor	ミラクル	Female

163597	-		魔人討伐隊がリーザス軍の陣地となっている	The Fiend Extermination Squad arrived
163598	+		スケールの都市に到着した。	at Scale city, which served as the Leazas army base.

163599	Barres Province	基本	「お待ちしておりましたぞ、ランス殿」	「We have been waiting for you, Rance-dono.」

163600	Rick Addison		「おお、ランス殿！」	「Oh, Rance-dono!」

163601	Rance	だる顔	「ぐえっ……	「Gueh......
163602	+		　ここで戦ってるのはお前らの部隊か」	　So your units are the ones fighting here.」

163603	-		リーザス軍司令部にやってきたランスを、	Rance arrived at Leazas army headquarters
163604	+		喜色満面のバレスとリックが迎えた。	and was greeted by Barres and Rick with beaming smiles.

163605	Rance	真剣	「ううむ、男臭い」	「Uumu, it smells like men.」

163606	Barres Province	基本	「ほほっ、相変わらずですな」	「Hoho, same as always.」

163607	Sioux Province		「お久しぶりです、皆さん」	「It's been a while, everyone.」

163608	Menad Shisei		「良かった、まだまだ元気そう！」	「Great, you all still look energetic!」

163609	Rance		「おおっ、スーにメナドか。	「Oh, Sioux and Menad.
163610	+		　うむうむ、いいぞ。	　Yes yes, good.
163611	+		　君達は俺の近くに来なさい」	　You two stay close to me.」

163612	Menad Shisei	照れ	「も、もう……真面目にしなきゃ駄目だよ……」	「C, come on...... you have to be serious......」

163613	Sioux Province	思考	「セクハラは駄目ですよ？」	「Sexual harassment is not allowed, okay?」

163614	Rance	基本	「むぐっ、いつの間に	「Mugu, when did you
163615	+		　そんな下らない言葉を覚えた……」	　learn such pointless words......」

163616	Chaka Cadmium		「バレス、リック将軍。	「Barres, General Rick.
