# 33634	t８６６／アリス／Ｒ６	

251489	?		Ｒａｎｃｅ６　−ゼス崩壊−	Rance 6 -The Collapse of Zeth- Released in 2004
251490	+		２００４年発売	640*480, Windows exclusive Rance and Sill enter
251491	+		　６４０＊４８０、Ｗｉｎ専用	the magic superpower Zeth, but in this country,
251492	+		　	　
251493	+		魔法大国ゼスに入ったランスとシィルだが	non-mages are heavily discriminated against.
251494	+		この国は、魔法使い以外は差別されてしまう	It was an ultra-discriminatory nation. Sill is treated
251495	+		超差別大国であった	as a VIP and given preferential treatment. However,
251496	+		シィルは優遇され貴賓扱い	Rance is treated like a slave and thrown into a
251497	+		しかし、ランスは奴隷と同等の扱いを受け	miserable slave observation facility. Rance somehow
251498	+		悲惨な奴隷観察場に入れられてしまう	escapes the slave facility and joins a resistance
251499	+		なんとか奴隷観察場から脱出したランスは	organization trying to change Zeth's discrimination.
251500	+		ゼスの差別を変えようとするレジスタンス組織に	and participates in their operations. Leading the
251501	+		参加する事になった	Green Squad in resistance operations... defeating the
251502	+		グリーン隊を率いてレジスタンス作戦実施…	murderer Saber Knight... infiltrating a corrupt bank
251503	+		殺人鬼サーベルナイトを成敗…	for a heist... stealing magic items from the magic
251504	+		悪い銀行に侵入し銀行強盗…	museum... infiltrating a corrupt prison and defeating
251505	+		魔法博物館で魔法具を盗む…	the warden... saving the persecuted and nearly
251506	+		悪い刑務所に侵入して所長を倒す…	extinct Insect Users... Unlike the moderate resistance
251507	+		迫害され絶滅しそうなムシ使いを助ける…	Rance belongs to, the hardline Pentagon faction
251508	+		ランスが所属する穏健派のレジスタンスとは違い	aiming to overthrow Zeth appears, throwing the
251509	+		ゼス転覆を狙う強行派のペンタゴンが現れ	country into chaos with terrorism and coups. In an
251510	+		ゼス国内はテロやクーデターで大混乱	operation Rance participates in, the Maginot Line is
251511	+		ランスも参加した作戦でマジノラインが停止	stopped. Since it was the defensive wall protecting
251512	+		これは魔物からゼス本国を守っていた防衛壁であった為	mainland Zeth from monsters, a massive Monster
251513	+		大量の魔物魔軍が侵入しゼスは滅亡の危機に陥る	Army invades and Zeth faces destruction. It's no
251514	+		もうゼス国内で人間同士が争っている場合ではない	longer the time for humans to fight each other inside
251515	+		力を合わせて魔物と戦わねばいけない	Zeth. They must join forces to fight the monsters.
251516	+		ランスを中心に反撃作戦を開始する	A counterattack operation begins with Rance
251517	+		大量の難民を安全な地域まで移動させる…	at the center. Evacuating large numbers of refugees
251518	+		魔人サイゼル、ジークを倒す…	to safe areas... defeating Fiend Seizel and Zeke...
251519	+		廃棄されそうになっていたカオスを取り戻す…	recovering the nearly discarded Chaos... Finally,
251520	+		最期はマジノラインを再可動させる為に	to reactivate the Maginot Line, they infiltrate the
251521	+		魔軍の立て籠もる要塞に侵入し	fortress where the Monster Army is holed up defeat
251522	+		魔人カミーラを倒し、再可動に成功	Fiend Camilla and succeed in reactivation. They
251523	+		ゼス本土から魔軍を追い出す事が出来た	manage to drive the Monster Army out of mainland
251524	+		差別等で揉めていた国内もまとまるきっかけとなった	Zeth. It also becomes the catalyst for uniting
251525	+		めでたし、めでたし	the internally divided nation. Happily ever after.

251526	?		はにほー	Haniho~
251527	+		後々、関係してくる設定ポイントをまとめるよ	I'll summarize the setting points that will matter later.
251528	+		ゼスを救い王女マジックの婚約者となる	Saves Zeth and becomes engaged to Princess Magic.
251529	+		３体の魔人を倒す	Defeats three Fiends.
251530	+		ダークランスというランスの子供が現れた	Rance's child called Dark Rance appears.
251531	+		魔人カミーラを永久牢に捉えた	Captures Fiend Camilla in the eternal prison.
251532	+		ウルザ、自信を取り戻す	Urza regains her confidence.
251533	+		パットン、一緒に行動する間柄となる	Patton becomes someone who acts together with them.
