# 35341	t４５１／ガード作戦	

263609	?		ＸＸＸＸ地域のとある戦場、夜	A certain battlefield in the XXXX region, night. Rance. Kou,
263610	+		ランス	Rocky, present without conditions. Teru, Sachiko, Caloria,
263611	+		香、ロッキー　条件無しでいます	Patton, Cordoba, BS, Katsuko - confirmed via IF. Why?! It's
263612	+		　てる、サチコ、カロリア、パットン、コルドバ、BS、勝子　ＩＦで確認	the base phase now, time to quietly enjoy with the girls. It's
263613	+		　	 
263614	+		なぜだー、今は拠点フェイズ、女の子としっぽり楽しむ	break time! It can't be helped; although we got information
263615	+		休憩タイムだろがー	about a Monster Army surprise attack in this area, We couldn't
263616	+		しかたないですよ、この地で魔軍の奇襲作戦があるという情報を手に入れたものの	contact the local forces, so the only ones who could move
263617	+		現地軍と連絡が取れずに、すぐに動けるのはランス様の魔人討伐隊しかなかったのですから	immediately were Rance-sama's Fiend Extermination Squad.
263618	+		むむむ、今更少々の被害気にしてもしかたないのに	Mmm, it's no use worrying about a little damage at this point.
263619	+		とはいっても知ってしまった以上、ほっておけないでしょ	That said, now that I know, I can't just ignore it. We, the
263620	+		私達、ガードメンバーががんばるので防ぎましょう	Guard members, will do our best to defend it. Thus, centering
263621	+		　	
263622	+		こうして、ガードメンバー中心にその晩の奇襲はなんとか防いだのであった	around the Guard members, we somehow prevented the
263623	+		あー、休みたかったのに、よし次のターンは全部休憩するぞー	surprise attack that night. Ah, I wanted to rest... Alright, next
263624	+		　　（　ＸＸＸＸ地域　戦果＋１　）	turn I'll take a full break. ( XXXX Region Battle Results +1 )
