# 34462	t４２５／女の子モンスター脱がす	

257126	?		ランス城	Rance Castle Rance looks happy. From
257127	+		ランスがうれしそう、これから前回捕獲した	now, the previously captured endangered girl
257128	+		絶滅危惧種の女の子モンスターを脱がす	monster will be undressed. She's a precious
257129	+		もう２度と会えないかもしれない貴重な女の子モンスターだ	girl monster they may never see again. From
257130	+		済みから済みまでこの目でじっくり視姦するだ！	head to toe, I will thoroughly stare at her
257131	+		てな会話・・・	with my own eyes! That sort of conversation...

257132	?		ランス城	Rance Castle General purpose Rance undresses
257133	+		汎用	another girl monster again At times like this,
257134	+		また女の子モンスターを脱がすというランス	one might say he should use his precious time
257135	+		こんな時、貴重な時間をもっと有効につかうべできではとか	more effectively. Even if someone says so,
257136	+		誰かいっても、絶滅危惧種の裸を後世に伝えれるよう	to pass on the naked state of an endangered
257137	+		俺が見ておかねばいけないのだーとか	species to future generations, I have to see
257138	+		短めに・・	it myself-something like that. Make it short...

257139	?		はいからちゃんの場合・・	In the case of Haikara-chan...
257140	+		呼び出して脱がす・・・	Summon and undress...

257141	?		シャチ子の場合・・	In the case of Shachiko...
257142	+		呼び出して脱がす・・・	Summon and undress...

257143	?		ガルバンの場合・・	In the case of Galban...
257144	+		呼び出して脱がす・・・	Summon and undress...

257145	?		めぽらの場合・・	In the case of Mepora...
257146	+		呼び出して脱がす・・・	Summon and undress...

257147	?		上野花子の場合・・	In the case of Ueno Hanako...
257148	+		呼び出して脱がす・・・	Summon and undress...

257149	?		ミイランの場合・・	In the case of Myiran...
257150	+		呼び出して脱がす・・・	Summon and undress...

257151	?		鉄腕ラブルの場合・・	In the case of Iron Arm Raburu...
257152	+		呼び出して脱がす・・・	Summon and undress...

257153	?		男装女の場合・・	In the case of the Cross-dressing Woman...
257154	+		呼び出して脱がす・・・	Summon and undress...

257155	?		体育スターの場合・・	In the case of the Athletic Star...
257156	+		呼び出して脱がす・・・	Summon and undress...

257157	?		手裏剣使いの場合・・	In the case of the Shuriken User...
257158	+		呼び出して脱がす・・・	Summon and undress...
