# 35096	t２４０／１／都市長達	

261274	?		コパンドンに案内されて本部に行く	Guided by Copandon, I go to
261275	+		各都市長の紹介をうまくして下さい、ランスに媚びを売る物、警戒する物など	the headquarters. Please introduce the mayors
261276	+		協調性が取れず、裏切り者もいるのではと疑心暗鬼な状態	of each city well-those who flatter Rance,
261277	+		ランスにたいして、ごめんなまとめきれずにとコパンドン	those who are wary, and so on. In a state of
261278	+		　ジオ．パパデマス	distrust, unsure if there are traitors due to lack
261279	+		　カスタム．エレノア	of cooperation. Copandon apologizes to Rance,
261280	+		　ロックアース．カチューシャ	saying sorry for not being able to summarize it
261281	+		　アイス．パトリシア	all. Geo Papademas Custom Eleanor Lock Earth
261282	+		　ジフテリア．ビョンホウ	Katyusha Ice Patricia Diphteria Byeonhou Hanna
261283	+		　ハンナ．ホホリガ・ノー	Hohoriga No Copa Copandon ※Please create
261284	+		　コパ．コパンドン	characters based on Rance (character settings).
261285	+		※ランス(キャラ設定)を元にキャラ作って下さい　細かい調整はお任せします	Feel free to make detailed adjustments.
261286	+		　	 
261287	+		ランちゃん	Ran-chan Displays open hostility toward Rance.
261288	+		ランスに対しては敵意むき出し	Does not allow meeting with Maria or Shizuka.
261289	+		マリア、志津香とは会わせてくれない。	Hmm, even though I'm playing the villain for
261290	+		うーん、あの子の生きる目標の為に悪役になってやっているのに・・	that girl's goal in life... Copandon tells Katyusha
261291	+		コパンドンはカチューシャには注意するように言う、ＤＸの会は知ってる？	to be careful; do you know about the DX
261292	+		知らないか、後で説明するわ	Association? You don't know? I'll explain later.
