# 35245	t２４１／４／ハッキング騒ぎ	

262666	?		Ｍランド外	Outside M-land As Rance walks, Copandon or someone hands
262667	+		ランスが歩いていると、コパンドンか誰かが電報を渡してくれる	him a telegram. Upon reading, it is a private message from Lia at
262668	+		読むと　リーザス城にいるリアからの私信	Leazas Castle. What are you saying, idiot at a time like this? But...
262669	+		なにをいってるんだ、こんな時にバカが、しかし・・・この電報？	this telegram? The date is today, and the time is thirty minutes
262670	+		日付は今日だし、時間は３０分前じゃないか。	ago, isn't it? Even using a Coursar, it wouldn't arrive this quickly.
262671	+		早うしとか使ってもこんなに早く届かないだろう、どうしているんだ？	How is this possible? Don't you know? It's a computer. Sill speaks
262672	+		知らないんですか、コンピュータですよ。とシィルがえらそうに言う	arrogantly. Sill's explanation, someone else might want to add to
262673	+		　シィルの説明、誰か補足してくれてもいい	it. By using a computer, one can obtain various kinds of information,
262674	+		　　コンピューターというのを使うといろいろな情報が手に入ったり	and also contact anyone instantly regardless of distance. Only
262675	+		　　また一瞬で距離関係なく連絡が取れるんです	Xth and some enthusiasts had used it, but now, due to a world-scale
262676	+		　　ゼスや一部のマニアの方しか使ってなかったのですが、今回の世界規模の	battle requiring rapid communication, the Supreme Leader's
262677	+		　　戦いにおいて迅速な連絡が必要という事で、ランス城の総統司令部や	Headquarters at Rance Castle and the command centers of various
262678	+		　　各国の司令部にコンピュータールームが置かれやりとりされているんです	countries set up computer rooms to exchange information. Map:
262679	+		地図：世界地図／情報ネットワーク	World Map / Information Network I see, aside from communication
262680	+		なるほど、各国内の連絡はともかく世界中の情報が瞬時に分かるとは	within countries, the fact that global information is instantly
262681	+		どういう事かと思っていたが・・そういう訳か・・	available is... I was wondering what it meant... so that's the reason...
262682	+		そういう事なら、この司令部にもあるんだな、よし見にいこう。	If that's the case, this headquarters must have one too. Alright,
262683	+		　	 
262684	+		自由都市司令部	let's go see. Free Cities Headquarters There seems to be some
262685	+		何か混乱している様子・・	kind of confusion... Nunuhara appears there, saying, "It's no good...
262686	+		そこにヌヌハラが現れる、駄目です・・いろいろ試してみましたが	we've tried various things, but information exchanges through the
262687	+		コンピューターを通しての情報のやりとりが何者かに妨害されています。	computer are being interfered with by someone." Not only can we
262688	+		総統司令部と連絡が取れないばかりか、一般の情報の取得も・・	not contact the Supreme Leader's Headquarters, but also cannot
262689	+		そこでランスを見てあわあわ	obtain general information... Then he looks at Rance, flustered.
