# 33850	t４０４／ウルザ２	

253483	?		さらに数日後・・・ランス城	Several days later... Rance Castle. In a dark room, the Hanny
253484	+		暗い部屋、ハニーキング、他、数名のハニー達がやんややんやと待ち構えている	King and several other Hannies are eagerly waiting. Urza...
253485	+		ウルザ・・ほ、本当にしないといけないのですか・・	d-do we really have to do this...? Whether the Hannies
253486	+		ハニー達が人類の敵になるか味方になるかはウルザちゃんしだい	become enemies or allies of humanity depends on you,
253487	+		まったくなんて約束を・・	Urza-chan. What kind of promise is this... (Hehe, Urza-chan
253488	+		（ふふふ、ウルザちゃんは素直でないからな、こうでも理由をつけないと俺に抱かれてくれない）	isn't straightforward. Unless I give a reason like this, she
253489	+		　	
253490	+		ハニー達の前でセックス・・	won't let me hold her.) Sex in front of the Hannies... Wearing
253491	+		それもこんな服着て、私・・あの頃を思い出したく無いんです。	clothes like this too, I... don't want to remember those
253492	+		あの頃と決別する為に服装も変えているんです。	days. I've changed my clothes to sever ties with those days.
253493	+		大丈夫、ウルザちゃんはもう弱い子じゃない、	It's alright, Urza-chan is no longer a weak girl. It can't be
253494	+		しかたないですね・・もう　と	helped... well then. Seeing that, the Hannies are moved: 'So
253495	+		それを見てハニー感激、可愛いー可憐、さっきまであんな凛々しかった人がーうわっー	cute, lovely!' The person who was so dignified just moments
253496	+		もう俺駄目・・割れるー	ago-wow! I can't anymore... I'm breaking! (For details, refer
253497	+		（詳しくは　ビジュアル指定を参照　出来上がった絵を元にで）	to the visual specification based on the completed artwork.)
