# 30363	ルート／キャライベントＡ	
* Root Ari	ルート	Female
* Rance	ランス	Male
* Pi-R	パイアールロボ	Male
* Merim Tser	メリム	Female

2919	Root Ari	「では……改めまして、	「Well then... Once again,
2920	+	　よろしくお願いいたします」	　please take care of me.」

2921	-	ルート・アリが、ぺこりと頭を下げた。	Root Ari bowed her head politely.

2922	Rance	「お……ちゃんと言葉が喋れてるな。	「Oh... You can speak properly now.
2923	+	　誰かにまた魔法かけてもらったのか」	　Did someone cast magic on you again?」

2924	Root Ari	「いえ、パイアールが装置を作ってくれまして。	「No, Pi-R made a device for me.
2925	+	　喋った言葉が翻訳される機械だそうです」	　It's a machine that translates what I say.」

2926	Rance	「ほー、便利ではないか」	「Hmm, that's convenient.」

2927	Pi-R	「この程度、姉さんのためなら造作もない」	「This much is nothing for my sister.」

2928	Rance	「やはり、セックスするにも	「As expected, it's better for sex
2929	+	　言葉が通じている方が良いからな！」	　when we can understand each other!」

2930	Pi-R	「貴様！　姉さんに妙な事をするんじゃないぞ。	「You! Don't do weird things to my sister.
2931	+	　もう二度と許さないからな！」	　I won't forgive you again!」

2932	Root Ari	「心配してくれてありがとう、パイアール。	「Thank you for worrying, Pi-R.
2933	+	　でも、皆さんとは仲良くね」	　But let's get along with everyone.」

2934	Pi-R	「うっ…………」	「Ugh............」

2935	Rance	「がははは、引っ込んでろポンコツ」	「Gahahaha, stay back you junk.」

2936	Root Ari	「クソヤロウさんも。	「You too, Mr. Shit Bastard.
2937	+	　私の弟をいじめないでくださいね」	　Please don't bully my little brother.」

2938	Rance	「…………あん？」	「............Huh?」

2939	Root Ari	「……あら？」	「...Oh?」

2940	-	ランスの反応を見て、	Seeing Rance's reaction,
2941	+	ルートが軽く、口元に手を当てた。	Root lightly covered her mouth.

2942	Root Ari	「何かおかしかったでしょうか？	「Was something strange?
2943	+	　クソヤロウ……さん」	　Mr. Shit Bastard...」

2944	Rance	「………………お前の仕業かーーー！	「......This is your doing!!!
2945	+	　このポンコツ！」	　You junk!」

2946	Pi-R	「ははははは！　当たり前だろ！	「Hahahaha! Of course!
2947	+	　姉さんがお前の名前を親しげに呼ぶなんて――	　My sister calling you affectionately――
2948	?	　あいたっ！」	　Ouch!」

2949	-	ランスの蹴りが直撃して、	Rance's kick landed squarely,
2950	+	パイアールロボがコロコロと転がる。	sending the Pi-R Robot rolling.

2951	Root Ari	「もう……悪戯っ子なんだから」	「Geez... Such a naughty boy.」

2952	Rance	「ったく……あとで直しておけよ。	「Jeez... Fix that later.
2953	+	　……それで、君は何ができるんだ？」	　...So, what can you do?」

2954	Root Ari	「……年代のギャップが、大きいので……	「...There's a big generational gap...
2955	+	　まずは勉強させて頂こうかと」	　I think I'll start by studying.」

2956	Rance	「ま、それがよかろ。	「Yeah, that sounds good.
2957	+	　適当に……そうだな、メリムにでもやらせるか。	　Casually... Yeah, I can have Merim teach you.
2958	+	　なんか、昔の事詳しかったし」	　She knows a lot about the old days.」

2959	Root Ari	「ご丁寧にありがとうございます、クソヤロウさん」	「Thank you very much, Mr. Shit Bastard.」

2960	Rance	「……その機能、先に直してきてくれるか？」	「...Can you fix that function first?」

2961	Pi-R	「嫌だね！」	「No way!」

2962	-	後日――――	Several days later――――

2963	Merim Tser	「あっ、ランスさん！」	「Ah, Rance-san!」

2964	Rance	「ようメリム。	「Yo Merim.
2965	+	　あれからルートの様子はどうだ？」	　How's Root doing since then?」

2966	Merim Tser	「あ、ルート先生ですか？	「Ah, Teacher Root?
2967	+	　順調ですよ」	　She's doing great.」

2968	Rance	「…………んん？　ルート先生？	「............Hmm? Teacher Root?
2969	+	　お前が教えてるんだろ？」	　Weren't you the one teaching?」

2970	Merim Tser	「それが、一通りのことを教えた後、	「After I taught her the basics,
2971	+	　ちょっと昔の事を教えて貰おうとしたら……	　when I asked her to teach me about the old days...
2972	+	　すごく分かり易くって」	　She explained it so clearly.

2973	Merim Tser	「もうすっかり教わる側です」	　Now I'm the one learning.」

2974	Rance	「……ほー。そういう才能があるのか……」	「...Hmm. So she has that kind of talent...」

2975	Pi-R	「そりゃそうだ。	「Of course.
2976	+	　僕に基礎学習を施したのは姉さんなんだぞ」	　My sister is the one who gave me my basic learning.」

2977	Rance	「ふーん……女教師か。……ふむ、いいな」	「Hmm... A female teacher. ...Nice.」

2978	Pi-R	「お前なぁ……」	「You...」

2979	Rance	「そんな事よりお前、	「More importantly you,
2980	+	　翻訳機能は直したのか」	　did you fix the translation function?」

2981	Pi-R	「それはもちろん――――」	「Of course――――」

2982	Root Ari	「あっ、パイアールにメリムさん。	「Ah, Pi-R and Merim-san.
2983	+	　それに――――クソヤロウさんも！」	　And――――Mr. Shit Bastard too!」

2984	Rance	「このポンコツガキ！」	「You junk brat!」

2985	Pi-R	「自明の理だろう、馬鹿め！」	「It's obvious, idiot!」

2986	Rance	「待てコラ！」	「Wait you!」

2987	Root Ari	「もう……やんちゃね、二人とも……」	「Geez... You're both so naughty...」

2988	-	ルートは少しすると現代の言葉を習得し、	Root quickly learned modern language,
2989	+	言語問題は解決された。	and the language barrier was resolved.
