# 30954	２３０／４／千鶴子のエロ	cg
* Anise Sawatari	アニス	Female
* Yamada Chizuko	千鶴子	Female
* Rance	ランス	Male

42205	-	――夜。	--Night.

42206	Anise Sawatari	「そーっと……」	「Quietly......」

42207	-	足音を立てぬよう、	Trying not to make any sound with her footsteps,
42208	+	アニスは静かに廊下を進んだ。	Anise quietly moved down the hallway.

42209	Anise Sawatari	「千鶴子さま〜〜〜……アニスですよ〜……	「Chizuko-sama~~~...... It's Anise~......
42210	+	　お腹が空いたので帰って来ました〜……」	　My stomach was empty so I came back~......」

42211	Anise Sawatari	「ああでも、千鶴子様、お怒りだったからなぁ……	「Ah, but Chizuko-sama seemed really angry......
42212	+	　うーん、あんなに怒るなんて……」	　Hmm, getting that angry......」

42213	-	うんうんと、その理由を考えながら歩くと、	Nodding to herself while thinking about the reason, as she walked,
42214	+	やがて、千鶴子の部屋までたどり着いた。	she eventually reached Chizuko's room.

42215	Anise Sawatari	「あっ、ドアちょっと開いてます……	「Ah, the door's a little open......
42216	+	　そーっと……」	　Quietly......」

42217	-	アニスは、こっそり扉の向こうを覗いてみた。	Anise secretly peeked inside the room.

42218	-	千鶴子は空間に生み出した端末で	Chizuko was checking the situation
42219	+	状況を確認していた。	using a terminal created in the space.

42220	Yamada Chizuko	「はぁ…………」	「Haa............」

42221	Yamada Chizuko~	（苦しいなあ、戦況……	（The war situation is so tough...
42222	+	　早いところ、魔人を倒さないと……	　We need to defeat the Fiends quickly...
42223	+	　でも、誰でも倒せるわけじゃないし……）	　But not just anyone can do it...）

42224	Yamada Chizuko	「……ランス……	「...Rance...
42225	+	　あの人じゃないと、ダメなのになぁ……」	　It has to be him...」

42226	Anise Sawatari	「…………！」	「............!」

42227	-	千鶴子の呟きを聞き取って、	Hearing Chizuko's murmur,
42228	+	アニスは衝撃に打ち震えた。	Anise trembled with shock.

42229	Anise Sawatari~	（そうか！　千鶴子様はあの緑の総統と私が	（That's it! Chizuko-sama is angry because
42230	+	　セックスしたのを怒っていらっしゃるんだ……！）	　I had sex with that green Supreme Leader...!）

42231	Anise Sawatari~	（千鶴子様は貧乳……処女……	（Chizuko-sama has small breasts... she's a virgin...
42232	+	　手を出すのは見境無しの総統しかいない……	　The only one who would touch her is the shameless Supreme Leader...
42233	+	　なのに、総統が襲ったのは私……）	　Yet the one he attacked was me...）

42234	-	全てが、アニスの脳内で一本の線に繋がった。	Everything connected into one clear line in Anise's mind.
42235	+	アニスは何度も、己の的確な推理に頷いた。	Anise nodded repeatedly at her own brilliant deduction.

42236	Anise Sawatari	「となれば、弟子として尽力するのが務め！	「Then as her disciple, it's my duty to help!
42237	+	　とおおおぉぉーーー！」	　Here I goooooooo!」

42238	Yamada Chizuko	「へっ？　アニス…………」	「Eh? Anise............」

42239	Anise Sawatari	「ストォォォォォォォォップ！！」	「STOOOOOOOOOP!!」

42240	-	…………	............

42241	-	……	......

42242	Rance	「ふーんふーん♪　るりるらー」	「Hum hum hum♪ Luri lura~」

42243	-	夜も更けて。	The night grew late.

42244	-	地図を片手に意気揚々と、	Map in hand and full of energy,
42245	+	ランスは宿舎の一角にたどり着いていた。	Rance arrived at a corner of the lodging.

42246	Rance	「俺に抱かれたい女か……ぐふふ。	「A woman who wants to be fucked by me... Gufufu.
42247	+	　どんな娘かなーっと」	　I wonder what kind of girl she is~」

42248	-	ランスが改めて見直した手紙には、	The letter Rance looked at again was
42249	+	判別するのが困難なほどに汚い字で	written in such messy handwriting it was hard to read,
42250	+	なにやら書かれていた。	with something scribbled on it.

42251	Rance	「まるで読めんが……これはラブレターに違いない！	「I can't read it at all... but this is definitely a love letter!
42252	+	　がはは、待ってろよー」	　Gahaha, just wait for me~」

42253	Rance	「おーす……ってあれ？」	「Heeey... wait, what?」

42254	Anise Sawatari	「ふふふ、こんばんはです緑の総統」	「Fufufu, good evening, green Supreme Leader.」

42255	Rance	「アニスか。なーんだ、お前だったのか。	「It's Anise. Oh, it was you.
42256	+	　わざわざ手紙なんぞ使わなくとも……」	　You didn't have to use a letter...」

42257	Anise Sawatari	「ぴゃーーーー！」	「Pyaaaaa!」

42258	-	ランスが抱き寄せようと腕を取った瞬間、	The moment Rance reached out to pull her close,
42259	+	アニスは弾かれたように部屋の隅へと逃げ去った。	Anise bounced away like a spring into the corner of the room.

42260	Anise Sawatari	「わ、わわわ、私じゃないです！	「I-it's not me!
42261	+	　いいい、いたいの怖い、いたい、いや……」	　It hurts, it's scary, it hurts, no......」

42262	-	しゃがみ込んで、抱きかかえた杖からは、	Crouching down, the staff she clutched
42263	+	魔力の光が灯っては消え、消えては灯る。	flickered on and off with magical light.

42264	Rance	「おいこら馬鹿やめろ！　撃つな！」	「Hey idiot, stop that! Don't shoot!」

42265	Anise Sawatari	「すーっ、はーっ、お、おち、おちつくのです。	「Haa... haa... C-calm down.
42266	+	　これも千鶴子様のため……」	　This is all for Chizuko-sama too...」

42267	Rance	「…………どうした？」	「............What's going on?」

42268	Anise Sawatari	「え、ええっとですね総統の人！	「U-um, Supreme Leader sir!
42269	+	　エッチして欲しいのは私ではなく……	　The one who wants to have sex isn't me...
42270	+	　そこのベッドの……」	　It's the person on that bed...」

42271	Rance	「ん？　おお」	「Hm? Ohh.」

42272	-	見れば、ベッドにはシーツが掛かったままの	Looking over, there was a human silhouette
42273	+	人影が横たわっていた。	lying on the bed still covered by a sheet.

42274	Rance	「……この娘か？」	「...This girl?」

42275	Anise Sawatari	「そうです！　その貧……あわわ、	「Yes! That flat-che... awawa,
42276	+	　ともかく、その人です！」	　Anyway, it's that person!」

42277	Rance	「ではご開帳ーーー……っと」	「Then let's reveal her~~~... there.」

42278	-	ぴろっとシーツを剥いだ後には、	After swiftly pulling off the sheet,
42279	+	目隠しと猿ぐつわをされた女性の姿があった。	there was a woman with a blindfold and gag.

42280	Yamada Chizuko	「んむっ……むむむむっ……！　んぐっ……！」	「Nmm... Mmmmmm...! Nggh...!」

42281	Rance	「ほうほうほう。グッド。いいじゃないか。	「Hmm hmm hmm. Good. Not bad at all.
42282	+	　これはきっと美人に…………ん？」	　This is surely a beauty...... hm?」

42283	Anise Sawatari	「ええ！　見た目は美人ですとも！　ささ、どーぞ」	「Yes! She looks beautiful! Go on, please!」

42284	Yamada Chizuko	「んー！　んーー！」	「Nnh! Nnn!」

42285	-	女性はじたばたと身を捩ろうとするが、	The woman twisted and struggled wildly,
42286	+	アニスの強力無比な金縛りの魔法がそれを許さない。	but Anise's incredibly powerful binding magic held her completely still.

42287	Rance	「…………これ、ケバ子じゃないか？	「............Isn't this Kebako?
42288	+	　もしかして……」	　Could it be...」

42289	Anise Sawatari	「ままま、まっさかー」	「N-no way~」

42290	Rance	「……まあ、違っても俺はどうでもいいが。	「...Well, even if it's not her I don't care.
42291	+	　このまま頂くぞ？」	　I'll take her like this?」

42292	Yamada Chizuko	「んむぅーッ！？」	「Nmmuuu!?」

42293	Anise Sawatari	「はい、なんでもいいのでずばーっと！	「Yes, anything is fine, so go right ahead!
42294	+	　千鶴子様もそれをお望みのはず！」	　Chizuko-sama surely wants this too!」

42295	Rance	「隠せてないぞ、正体…………」	「You're not hiding it at all, her identity......」

42296	Yamada Chizuko	「……！　…………！！」	「...!　............!!」

42297	Anise Sawatari	「すみません、千鶴子様……	「I'm sorry, Chizuko-sama...
42298	+	　私が先に女になってしまって、	　I became a woman first,
42299	+	　さぞお怒りでしょう……」	　you must be so angry...」

42300	-	枕元に顔を寄せて、アニスは訥々と囁き始める。	Leaning close to the pillow, Anise began whispering earnestly.

42301	Yamada Chizuko	「もむうううっ！？　んんっ、んぐっ……！」	「Mmmuuu!? Nnh, nggh...!」

42302	Anise Sawatari	「ですが、それも今日までです……	「But that ends today...
42303	+	　大丈夫。万事、このアニスにお任せ下さい……！」	　It's alright. Leave everything to this Anise...!」

42304	Rance	「がははははは、よーしさっそくいただきまーす」	「Gahahahaha, alright, time to devour you right away.」

42305	Yamada Chizuko	「んんんんぅーーーーーーーーッ！？」	「Nnnnnnuuuuuuuuuhhh!?」

42306	-	そんな様子を一切頓着せず、	Paying no attention to her struggles at all,
42307	+	ランスは千鶴子に覆い被さった。	Rance climbed on top of Chizuko.

42308	Rance	「がははははは、っとーーーーう！」	「Gahahahaha, here we gooooo!」

