# 34962	t６０８／ジャハルッカス／戦闘後	

259507	?		エール達がジャハルッカスを倒す。	El and the others defeated Jhahlckas. Seeing
259508	+		それを見てアームズ	that, Arms said, "Strong. These kids have gotten
259509	+		　強い、この子達は強くなった	stronger." This monster, Jhahlckas, had the strength
259510	+		　この化け物＝ジャハルッカスは魔人クラスの強さがあった	of a Fiend-class being. Today, I was in full health
259511	+		　今日は私は病気の影響も少なく万全だった、装備も世界最強クラスを揃えた	with little effect from my illness, equipped with
259512	+		　それで勝てなかったのに・・	the world's strongest gear. And yet, I couldn't win...
259513	+		　	 
259514	+		ミックスがアームズの　悪性けほけほ病を直す	Mix healed Arms' malignant cough disease. When El
259515	+		　	 
259516	+		エールが再度、冒険に力を貸して欲しいというと今度は	asked again to lend strength to the adventure, this
259517	+		エール達の実力を認め、参加してくれる	time, He acknowledged El and the others' strength
259518	+		助けてくれた事をお礼したい	and agreed to join. I want to thank you for helping
259519	+		今から、日光を治しにシーウィードに行く	us. From now, we will go to Seaweed to cure Nikkou.
