# 33673	t２３０／２／村へ向かう道中２	

251888	?		シィルがランスに話しかける・・もう両親の無事は確認されたようなものですし	Sill speaks to Rance... 「We've basically already confirmed my
251889	+		私ほんとうに大丈夫ですよ、ここまで連れてきて頂けてありがとうございます。	parents are safe, so I'm really fine. Thank you for bringing me
251890	+		・・・	this far.」 ... 「...Um, Lord Rance, why did you want to meet my
251891	+		・・あの、ランス様、どうして私の両親に会おうと思ったのですか？	parents?」 She blushes, imagining something positive. 「Like
251892	+		まさか、その・・　なんかいい方に想像して顔を赤らめる	asking for their daughter's hand... Eh, eh...」 「Do you know
251893	+		　娘さんを下さいとか・・えっ、えっ・・	the classic brutal act a man does in front of parents after
251894	+		奴隷娘を手に入れたら、両親の前でする定番の鬼畜行為とは何か知っているか	obtaining their daughter as a slave?」 「While groping your
251895	+		両親の前でお前を胸をもんだりしながら、お前の娘は俺の穴奴隷になったのだ。	breasts in front of your parents, saying 'Your daughter has
251896	+		こうやって毎日遊んでやってるぜ、がははは・・とかだ	become my anal slave.' 『I play with her like this every day,
251897	+		エロマンガで読んだ事のあるシチュだ、ぜひ一度やりたいと思っていたのだ	gahahaha...』 That's the kind of thing.」 「It's a situation I read
251898	+		えっ・・・	in erotic manga. I've always wanted to try it once.」 「Eh...」
