# 32520	２１０／３４／シルキィ戦闘前	
* Silky Littleraisin	シルキィ	Female
* Lia Parapara Leazas	リア	Female
* Maris Amaryllis	マリス	Female
* Rance	ランス	Male
* Satella	サテラ	Female
* Sill Plain	シィル	Female
* Haurein Province	ハウレーン	Female
* Crook Mofus	クルックー	Female

156476	-		リーザス城――	Leazas Castle――

156477	-		女王の居室――	Queen's Chamber――

156478	Silky Littleraisin	ファット	「…………」	「............」

156479	-		リアとシルキィが睨み合っていた。	Lia and Silky glared at each other.

156480	Lia Parapara Leazas	真剣	「忘れられた英雄。	「The forgotten hero.
156481	+		　シルキィ・リトルレーズン……」	　Silky Little Raisin...」

156482	Lia Parapara Leazas		「その姿を見たところ、	「Judging by that form,
156483	+		　人類を裏切り魔人になったという	　the story that you betrayed humanity and became a Fiend
156484	+		　説の方が正しかったようね」	　seems to be correct.」

156485	Lia Parapara Leazas	基本	「ほっんと、さいてー。	「Seriously, the worst.
156486	+		　よく恥ずかしげもなく生きていられるわね」	　How can you live without any shame?」

156487	-		シルキィは反論はしない。	Silky did not argue back.

156488	Silky Littleraisin	ファット	「……この戦いを終わらせる為、命を頂きに来た」	「...I came to take your life to end this war.」

156489	Silky Littleraisin		「私が来たことを知りつつ	「Knowing I was coming
156490	+		　逃げなかったこと、王として立派と思う」	　and not running away is admirable for a queen.」

156491	Silky Littleraisin		「せめて苦しまぬよう、ひと思いに殺してやる」	「At least I'll kill you quickly so you don't suffer.」

156492	Lia Parapara Leazas	基本	「えー、だってダーリンが	「Ehh, but Darling said
156493	+		　逃げちゃ駄目って言うんだもーん」	　I shouldn't run away~」

156494	Lia Parapara Leazas	笑顔	「リアがここにいないとー、	「If Lia wasn't here,
156495	+		　罠にならないでしょ？」	　it wouldn't be a trap, right?」

156496	Silky Littleraisin	ファット	「なに？」	「What?」

156497	Maris Amaryllis	叫び	「――魔封印結界！」	「--Magic Sealing Barrier!」

156498	-		室内に満ちた電撃のような魔力が弾け、	Lightning-like magical power filled the room and burst,
156499	+		激しい音と共にシルキィを包み込む。	wrapping Silky with a violent sound.

156500	Silky Littleraisin	ファット	「きゃああああああぁあああ！！」	「Kyaaaaaaaahhh!!」

156501	Silky Littleraisin		「なっ、なん、なの……！？	「Wh-what is this...!?
156502	+		　この……魔力……！？」	　This... magic power...!?」

156503	Silky Littleraisin		「あ、ち、力が……抜け、て……！	「Ah, m-my strength... is draining...!
156504	+		　ああああっ！」	　Aaaaaah!」

156505	-		潜んでいたマリスがシルキィを睨みながら、	Maris, who had been hiding, glared at Silky
156506	+		杖を振るい呪文を高速で唱え続ける。	while waving her staff and chanting rapidly.

156507	Maris Amaryllis	真剣	「魔なる者よ、呪われし者よ、邪なる者よ、	「O demonic one, cursed one, evil one,
156508	+		　祝福の雷霆-ﾗｲﾃｲ-に導かれ、とこしえの眠りを」	　be guided by the blessed thunder to eternal sleep.」

156509	-		マリスの清澄な声が部屋に響き、	Maris' clear voice echoed in the room,
156510	+		その声に応じて結界がシルキィの体を締め付ける。	and the barrier tightened around Silky's body in response.

156511	Silky Littleraisin	ファット	「アァァアアアアァアァアァァアアア！！！！」	「Aaaaaaaaahhhhhh!!!!」

156512	-		為す術なくシルキィは巨大なその身を	Powerless, Silky's massive body
156513	+		がくがくと震わせて絶叫を轟かせる。	shook violently as she screamed.

156514	Rance	笑顔	「おおっ！　ナイスタイミング！	「Oh! Perfect timing!
156515	+		　ひっかかっているぞ！」	　She's caught!」

156516	Lia Parapara Leazas		「あーん！　ダーリン、怖かったよー！」	「Aahn! Darling, I was scared~!」

156517	Rance	基本	「おととと、だからいちいち抱きつくなと」	「Whoa, I told you not to cling every time.」

156518	Lia Parapara Leazas	笑顔	「えっへへー、ちゃーんとシルキィは捕らえといたよ。	「Ehehe~, I properly caught Silky.
156519	+		　褒めて褒めてー」	　Praise me, praise me~」

156520	Rance	基本	「はいはい、偉い偉い」	「Yes yes, good girl.」

156521	Satella		「こ、これは……！」	「T-this is...!」

156522	Rance		「サテラは知っているだろう。	「You know it, Satella.
156523	+		　魔封印結界だ」	　It's the Magic Sealing Barrier.」

156524	Sill Plain	考え中	「えーと、確か四隅に聖なる物を置いて、	「Umm, I think you place holy objects in the
156525	+		　その中心に来た魔物を封印する神魔法……	　four corners, and it seals the monster that
156526	+		　ですよね？」	　enters the center... a divine magic, right?」

156527	Satella	不安	「……サテラが捕まって	「...It's the barrier where Satella was captured
156528	+		　身代わりにイシスが潰された結界だ」	　and Isis was crushed as a substitute.」

156529	Lia Parapara Leazas	基本	「そうよー。	「That's right~.
156530	+		　人類が魔人に対して	　It's the only method humanity has against Fiends
156531	+		　カオスと日光以外で唯一対抗できる方法」	　besides Chaos and Nikkou.」

156532	Lia Parapara Leazas	笑顔	「ふふふ、そのことをすっかり失念したのが	「Fufufu, forgetting all about that
156533	+		　運の尽きねー♪」	　was your downfall~♪」

156534	Lia Parapara Leazas	基本	「ぽち袋、聖の指輪、ビリケンさん、うしミイラ。	「A lucky pouch, holy ring, Billiken statue, cow mummy.
156535	+		　さすがに急だったから聖遺物を	　It was sudden so gathering holy relics
156536	+		　用意するのは少し大変だったけどね」	　was a bit difficult, but we managed.」

156537	Satella	ぐぬぬ	「だ、駄目だ！　こんなの！」	「N-no! Not this!」

156538	Satella		「これすごく痛いんだ！	「This hurts so much!
156539	+		　早くシルキィを出してくれ！」	　Let Silky out quickly!」

156540	Rance	基本	「まーだまだ！	「Not yet!
156541	+		　シルキィが戦えなくなるまで駄目だ！」	　Not until Silky can't fight anymore!」

156542	Haurein Province		「戦場を我が物のように駆け回り、	「The Fiend who rampaged across the battlefield
156543	+		　リーザス兵を振り回し続けた魔人が……	　like it was hers and toyed with the Leazas
156544	+		　こんな簡単に……」	　soldiers... is being taken down so easily...」

156545	Rance		「どこに来るか分かってたからな」	「I knew where she would come.」

156546	Rance		「サテラにシルキィはいい奴と聞いた」	「I heard from Satella that Silky is a good person.」

156547	Rance		「お互いに一番被害が出ない方法は	「The way to minimize damage for both sides
156548	+		　頭だけを潰すことだ」	　was to crush just the head.」

156549	Silky Littleraisin	非武装／つらい	「あああぁあああああぁぁああ！」	「Aaaaaahhhhh!」

156550	-		ついには甲冑をその形のまま留めることも出来ず、	Finally unable to maintain even the shape of her armor,
156551	+		中のシルキィが姿を現した。	the real Silky inside was revealed.

156552	Rance	基本	「おほー！　こないだは顔だけだったが、	「Oho! Last time only her face, but
156553	+		　全体見てもグッドじゃないか！」	　her whole body looks good too!」

156554	Satella	ぐぬぬ	「くっ、見ていられない……	「Kuh, I can't watch...
156555	+		　頼む、ランス……シルキィを……」	　Please, Rance... Silky...」

156556	Rance	基本	「うむ、そろそろいいかな」	「Yeah, maybe it's about time.」

156557	Rance	笑顔	「シルキィ降参しろ！	「Silky, surrender!
156558	+		　そうしたら命だけは助けてやるぞー！」	　If you do, I'll spare your life!」

156559	Rance~	エロ顔	（……貞操は知らんがな）	（...Though I don't know about your chastity.）

156560	Silky Littleraisin	非武装／つらい	「あがっ！　が、ぐっ、あっ！」	「Agh! G-guh, ah!」

156561	Rance	怒り	「こら！　聞いてるのか！	「Hey! Are you listening!?
156562	+		　死にたくないなら無茶せずに降参しろ！」	　If you don't want to die, surrender without struggling!」

156563	Satella	不安	「だ、駄目だ。	「No good.
156564	+		　シルキィは頑固だから	　Silky is stubborn,
156565	+		　きっと死んでも降参なんて……」	　she definitely won't surrender even if she dies...」

156566	Rance	だる顔	「ちっ、厄介な奴だな……	「Tch, what a troublesome one...
156567	+		　ならマリス、封印の解除を――」	　Maris, release the seal――」

156568	Sill Plain	慌て	「ちょ、ちょっと待って下さい！	「W-wait a moment!
156569	+		　魔人シルキィの様子が……！」	　Fiend Silky's condition...!」

156570	Silky Littleraisin	非武装／つらい	「くっ、ぐ、うっ……！	「Kuh, guh, ugh...!
156571	+		　うぁああぁあああ！」	　Uaaaaahhh!」

156572	Rance	基本	「なっ――！」	「Wha--!」

156573	-		結界の力を引き千切るように、	As if tearing apart the barrier's power,
156574	+		一歩一歩、自力で歩き出した。	Silky began walking forward step by step on her own.

156575	Satella	怒り	「馬鹿！　無茶するなシルキィ！	「Idiot! Don't push yourself, Silky!
156576	+		　体がバラバラになるぞ！」	　Your body will fall apart!」

156577	Maris Amaryllis	真剣	「くっ、リア様下がって下さい！」	「Kuh, Lady Lia, get back!」

156578	Lia Parapara Leazas	困り	「うわ、マリスすごい汗！　大丈夫！？」	「Whoa, Maris is sweating so much! Are you okay!?」

156579	Maris Amaryllis	真剣	「い、いえ……駄目です……	「N-no... it's no good...
156580	+		　全力でやっているのに……とても……」	　Even at full power... it's too much...」

156581	Maris Amaryllis	叫び	「まずい！　結界が――ッ！」	「Bad! The barrier--!」

156582	Silky Littleraisin	非武装／つらい	「ぐ、うっ……！」	「Guh, ugh...!」

156583	Silky Littleraisin		「あぁああああぁあああぁああああ！！！！」	「Aaaaaaaaahhhhhh!!!!」

156584	-		そしてシルキィは自力で結界を破った。	And Silky broke the barrier with her own power.

156585	Rance	驚き	「な、なんだとーッ！？」	「W-what the--!?」

156586	Crook Mofus	基本	「……驚きましたね。	「...I'm surprised.
156587	+		　単独での結界の突破なんて記録にありません。	　Breaking a barrier alone has no records.
156588	+		　おそらく魔人で初めてのことですよ」	　Probably the first time for a Fiend.」

156589	Silky Littleraisin	非武装／つらい	「はあっ……はあっ……	「Haa... haa...
156590	+		　わたし、は……負けるわけにはいかない……」	　I... cannot lose...」

156591	Silky Littleraisin		「リトル……」	「Little...」

156592	-		近くに転がっていた魔導具リトルが、	The magic tool Little that had rolled nearby
156593	+		声に呼応しシルキィの体にまとわりつく。	responded to her voice and wrapped around her body.

156594	Silky Littleraisin	つらい	「基本形態にしかなれないか……	「I can only return to basic form...
156595	+		　だが――充分」	　But-- it's enough.」

156596	Rance	驚き	「こいつ、まだ戦うつもりか！？」	「She's still planning to fight!?」

156597	Satella	怒り	「シルキィ！　もうやめろ！」	「Silky! Stop already!」

156598	Silky Littleraisin	つらい	「ホーネット様を……	「For Lady Hornet...
156599	+		　人類を救う為にはこれしか……」	　This is the only way to save humanity...」

156600	Silky Littleraisin		「リーザスの王よ、そして……	「Queen of Leazas, and...
156601	+		　人類の王、カオスマスター……」	　King of humanity, Chaos Master...」

156602	Silky Littleraisin		「ここで死んでもらう！」	「You will die here!」

156603	Satella	ぐぬぬ	「――のっ、頑固者！」	「--You stubborn fool!」
